modified,publisher.name,publisher.subOrganizationOf.name,contactPoint.fn,keyword
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,geospatial
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,gsa
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,land
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,real pro
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,reduce the footprint
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,structure
2023-10-30T18:08:03.903Z,Office of Government-wide Policy,Office of Government-wide Policy,Stephanie Klodzen,<nil>
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,FRPP
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,Federal Real Property Profile
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,General Services Administration
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,Installation Name
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,building
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,land
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,real property
2023-10-20T18:48:57.947Z,General Services Administration,General Services Administration,Stephanie Klodzen,<nil>
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,FRPP
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,Federal Real Property Profile
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,General Services Administration
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,NGDA
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,Real Property Theme
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,building
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,geospatial
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,land
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,real property
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,structure
2023-11-16T21:39:37.158Z,General Services Administration,General Services Administration,Stephanie Klodzen,<nil>
2024-02-02T16:13:41.909Z,Federal Acquisition Service,General Services Administration,Loren Smith,Business Volume
2024-02-02T16:13:41.909Z,Federal Acquisition Service,General Services Administration,Loren Smith,EIS
2024-02-02T16:13:41.909Z,Federal Acquisition Service,General Services Administration,Loren Smith,enterprise-infrastructure
2024-02-02T16:13:41.909Z,Federal Acquisition Service,General Services Administration,Loren Smith,gsa
2024-02-02T16:13:41.909Z,Federal Acquisition Service,General Services Administration,Loren Smith,telecommunications
2024-02-02T16:13:41.909Z,Federal Acquisition Service,General Services Administration,Loren Smith,<nil>
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,Accessibility
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,Compliance
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,GSA
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,ICT
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,OGP
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,assessment
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,conformance
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,governmentwide
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,section 508
2024-02-02T16:22:15.135Z,General Services Administration,General Services Administration,Andrew Nielson,<nil>
2024-02-13T15:00:05.714Z,Federal Acquisition Service,General Services Administration,Toni Holloway,Networx
2024-02-13T15:00:05.714Z,Federal Acquisition Service,General Services Administration,Toni Holloway,billing
2024-02-13T15:00:05.714Z,Federal Acquisition Service,General Services Administration,Toni Holloway,networx business volume
2024-02-13T15:00:05.714Z,Federal Acquisition Service,General Services Administration,Toni Holloway,telecommunications
2024-02-13T15:00:05.714Z,Federal Acquisition Service,General Services Administration,Toni Holloway,<nil>
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,FRPP
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,Federal Real Property Profile
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,General Services Administration
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,Installation Name
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,building
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,land
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,real property
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,structure
2024-08-07T14:16:51.102Z,General Services Administration,General Services Administration,Stephanie Klodzen,<nil>
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,Civilian
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,FRPP
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,Federal Real Property Profile
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,GSA
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,General-Services-property
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,RTF
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,Warehouse
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,building
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,geospatial
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,land
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,office
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,real-estate
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,real-pro
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,reduce the footprint
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,structure
2024-08-07T14:23:40.286Z,General Services Administration,General Services Administration,Stephanie Klodzen,<nil>
